title,origin,is_question,has_keyword,has_number,avg_word_length,count_words,label
DSDS: Singen die Kandidaten live?,promi,1,0,0,5,5,0
Traian Basescu gewinnt Präsidentenwahlen in Rumänien,wiki,0,0,0,7,6,1
So viel hat Evelyn Burdecki im Dschungelcamp abgenommen ,promi,0,1,0,6,8,0
"Anna Kournikova postet ein Klassenfoto auf Instagram – na, wo sitzt sie hier? ",webde,1,0,0,4,13,0
Was bedeutet FYP?,bravo,1,0,0,4,3,0
Kinderstars Quiz,promi,0,1,0,7,2,0
Wer ist der Typ mit Glatze und Bauch? ,webde,1,0,0,3,8,0
China: Fünf Todesurteile wegen Juli-Unruhen in der Provinz Xinjiang,wiki,0,0,0,6,9,1
"Indien: Polizei stoppt Eltern beim Versuch, Säugling lebendig zu begraben",wiki,0,0,0,6,10,1
Slowakei: Ministerpräsident Robert Fico unter Kritik,wiki,0,0,0,7,6,1
So war Sophia Vegas' Hochzeit,promi,0,1,0,4,5,0
Siemens steigt aus Atomgeschäft aus,wiki,0,0,0,6,5,1
PS5: So sieht der neue Controller wirklich aus ,movie,0,1,0,5,7,0
Kaiserslautern: Schlägerei mit etwa zehn Beteiligten,wiki,0,0,0,7,6,1
Brad Pitt Quiz,promi,0,1,0,4,3,0
Göttingen: Entschärfung einer Fliegerbombe schlägt fehl – drei Tote,wiki,0,0,0,6,9,1
So crazy sind die Stars aus „Solo: A Star Wars Story“,bravo,0,1,0,3,11,0
Chinesischer Bauer verklagt Chemiegiganten,wiki,0,0,0,9,4,1
London: Nach dem Wal folgte ein Riesentintenfisch,wiki,0,0,0,6,7,1
ECHO 2018: Alle Gewinner im Überblick,promi,0,1,0,5,5,0
Laos: Priesterweihe durch Behörden verhindert,wiki,0,0,0,8,5,1
Macht Tom Neuwirth nach Conchita mit richtigem Namen Karriere? ,webde,1,0,0,5,9,0
Irina Shayk: So schön schwanger - Endlich sieht man ihren Babybauch,promi,0,1,0,5,10,0
"Doch kein GTA 6! Entwickelt Rockstar jetzt dieses Spiel für PS5 und
",movie,0,0,1,5,10,0
Flachwitze: Garantiert die besten ever! ,bravo,0,1,0,6,5,0
Donald Rumsfeld bleibt US-amerikanischer Verteidigungsminister,wiki,0,0,0,11,5,1
Springer will die WAZ-Mediengruppe aufkaufen,wiki,0,0,0,7,5,1
Women’s March: Diese Stars gingen auf die Straße,promi,0,1,0,5,8,0
Paris Jackson: So süß gedenkt sie ihren Vater Michael ,webde,0,1,0,4,9,0
„Leben.Lieben.Leipzig“: Darum geht es in der ersten Folge,promi,0,1,0,5,8,0
„Die Wollnys“: Sarafina und Peter verraten intime Details – wer hat wen zuerst geküsst?,promi,1,0,0,5,14,0
Wird Evelyn Burdecki die neue „Bachelorette“?,promi,1,1,0,6,6,0
Polizei holt 24-jährigen Briten wegen Terrorverdachts aus Flugzeug,wiki,0,0,0,6,7,1
Europäische Union: Vorerst doch kein Vertragsverletzungsverfahren gegen Frankreich wegen Roma-Abschiebung,wiki,0,0,0,9,10,1
Nach heftigem Dauerregen folgte Alarmwarnung,wiki,0,0,0,8,5,1
"""Game of Thrones""-Star Maisie Williams: So war ihr letzter Drehtag ",movie,0,1,0,5,10,0
Melania Trump: So sah sie mit 17 aus ,webde,0,1,0,3,7,0
BGH entscheidet über Schutz für Spielsüchtige,wiki,0,0,0,6,6,1
So geht Daniela mit vorübergehender Trennung von Lucas um,promi,0,1,0,5,9,0
Protestantische Kirchen in Elsaß und Lothringen kommen näher zusammen,wiki,0,0,0,6,9,1
Automarkt in Griechenland: 57 Prozent-Wachstum im Februar,wiki,0,0,0,7,6,1
Erstes DATE - und JETZT? So geht's WEITER! ,bravo,1,1,0,4,7,0
Virginia: Erste Republikaner scheitern,wiki,0,0,0,8,4,1
Shakira im EM-Stadion – so leidet Shak mit Freund Gerard Piqué ,webde,0,1,0,4,11,0
Die Bachelorette 2018: Alle News & Kandidaten zur RTL-Dating-Show,bravo,0,1,0,7,7,0
Macaulay Culkin: Neue schockierende Fotos des ehemaligen Kinderstars,promi,0,1,0,7,8,0
Estefania Wollny: Nächstes Jahr wieder bei DSDS? ,promi,1,0,0,5,7,0
Ölpreis übersteigt die Marke von 100 US-Dollar,wiki,0,0,0,6,6,1
"""Tyler Rake: Extraction 2"" auf Netflix bestätigt: Das wissen wir
",movie,0,0,1,5,9,0
Bridgestone ist optimistisch für 2006,wiki,0,0,0,7,4,1
Handball-EM: Norwegen siegt gegen Schweden,wiki,0,0,0,7,5,1
Stadtrat Dresden ändert erneut Planung für die Königsbrücker Straße,wiki,0,0,0,6,9,1
In der zehnten Nacht brannten erstmals Autos in der Pariser Innenstadt,wiki,0,0,0,5,11,1
Deutschland: Neuer Bundesinnenminister Friedrich verärgert Muslime,wiki,0,0,0,10,6,1
Jimmy Fallon über Trump: „Warum schreibst du mir auf Twitter?“,promi,1,0,0,5,10,0
Diese deutschen Promis waren einst ein Paar ,webde,0,1,0,5,7,0
Silent Guardian – USA stellen neues Waffensystem vor,wiki,0,0,0,5,8,1
DEL am Dienstag: Rheinisches Derby Kölner Haie vs. DEG Metro Stars (16. und 17. Spieltag),wiki,0,0,0,5,13,1
Frau wählt 4.256-mal den Münchner Polizeinotruf an,wiki,0,0,1,5,6,1
Urteil im Djindjic-Prozess: Bis zu 40 Jahre Haft,wiki,0,0,0,5,7,1
Schengen-Zone seit dem 21. Dezember erweitert,wiki,0,0,0,7,5,1
Umweltbundesamt fordert Blaue Plakette,wiki,0,0,0,8,4,1
Deutsche Bundesregierung beschließt Ergänzungen zum Finanzmarktstabilisierungsgesetz,wiki,0,0,0,13,6,1
Netflix: Darum ist Serien gucken mit dem Haustier cooler!,bravo,0,1,0,5,9,0
Shania und Davina Geiss auf Instagram: So viele Fans haben sie,promi,0,1,0,4,11,0
Doch keine Trennung bei Piqué und Shakira? Der Fußballer setzt ein Zeichen,promi,1,0,0,5,12,0
Neue Netflix-Serie mit „Vampire Diaries“-Star Ian Somerhalder,bravo,0,1,0,7,7,0
"Unbekannte Promi-Geschwister: Wie, es gibt noch einen Hemsworth?",promi,1,0,0,6,8,0
Fällt die GEZ? Wegweisendes Urteil über Rundfunkbeitrag ,movie,1,0,0,6,7,0
Timor-Leste: Erinnerung an den Beginn der indonesischen Besatzung vor 30 Jahren,wiki,0,0,0,6,10,1
Munch-Ausstellung im Museum of Modern Art,wiki,0,0,0,5,6,1
Joey Heindle über seine neue Freundin: „So hat es für mich noch nie mit einer Frau harmoniert“ ,promi,0,1,0,4,17,0
SWR3 nicht mehr Partner der „Robbie-Williams-Tour 2006“,wiki,0,1,0,6,6,1
"Deutschsprachige Wikipedia hat 1,5 Millionen Artikel",wiki,0,0,1,8,5,1
Deutscher Bundeskanzler Schröder kommt zum Neujahrskonzert,wiki,0,0,0,8,6,1
"Soap-Fail ""Alles oder nichts"" | Ein schnelles Ende? ",movie,1,0,0,5,7,0
Schwedische Königin und deutscher Bundespräsident besuchten Universität Greifswald,wiki,0,0,0,9,8,1
"Whats App: So siehst Du, ob Dich jemand blockiert hat!",bravo,0,1,0,4,10,0
Thailändische Interims-Regierung vereidigt,wiki,0,0,0,13,3,1
"NCIS: So geht es Pauley Perrette nach dem verheerenden Tornado in den
",movie,0,1,0,4,12,0
Sophia Thomalla: Was trägst du da auf dem Kopf?,promi,1,0,0,4,9,0
Verbraucherministerium: Zinsen für Dispokredite sollen begrenzt werden,wiki,0,0,0,9,7,1
Al-Qaida bekennt sich zu Terroranschlägen in Algerien,wiki,0,0,0,6,7,1
Sophia Vegas: So kugelrund ist ihr Babybauch bereits ,promi,0,1,0,5,8,0
Einbrecher im Haus: 10 Verhaltenstipps für zwei Szenarien,heftig,0,0,1,6,7,0
Sophia Vegas verrät: So soll ihr Baby heißen! ,webde,0,1,0,4,8,0
Rote Rosen: Neue Folgen ab Juli! ,movie,0,1,0,4,6,0
Gold so teuer wie schon lange nicht mehr,wiki,0,1,0,4,8,1
Britischer Botschafter in Washington tritt zurück,wiki,0,0,0,7,6,1
Fußball-WM 2006: Südkorea besiegte Togo 2:1,wiki,0,0,1,7,4,1
Prinz Harry verrät: So viele Kinder wollen er und Meghan ,promi,0,1,0,4,10,0
„Blacksmith Institute“ veröffentlichte Liste der am meisten verschmutzten Orte,wiki,0,0,0,7,9,1
Mindestens zwölf Tote durch Wintersturm im Nordosten der Vereinigten Staaten,wiki,0,0,0,6,10,1
"Die Ärzte: Wie gut kennen Sie Bela B, Farin Urlaub und Rodrigo González? ",webde,1,0,0,4,13,0
Pendler randalieren wegen Zugverspätung auf Bahnhof,wiki,0,0,0,7,6,1
„Die Addams Family“: So sehen die Schauspieler heute aus,promi,0,1,0,5,9,0
Badminton: Scott Evans gewinnt Cyprus International 2013,wiki,0,0,0,7,6,1
Sopranistin Birgit Nilsson tot,wiki,0,0,0,6,4,1
Nachhaltiges Picknick: So kannst du im Sommer picknicken,frau,0,1,0,6,8,0
5 nützliche Zitronen Hacks für den Haushalt,heftig,0,0,1,6,6,0
Gewalttätige Proteste gegen hohe Lebensmittelpreise in Haiti,wiki,0,0,0,7,7,1
Emma Watson: Darum lehnte sie die Rolle in „La La Land“ ab,promi,0,1,0,3,12,0
Mordfall Susanna: Angeklagter Ali Baschar erhält lebenslänglich,wiki,0,0,0,8,7,1
Bud Spencer Quiz ,promi,0,1,0,4,3,0
"Michelle Hunziker, Sofia Vergara & Co.: Diese Stars sind jung Eltern geworden",promi,0,1,0,5,11,0
Intimzone: 10 spannende Fakten über Schamhaare!,bravo,0,0,1,7,5,0
Die Decke des europäischen Parlamentes ist zusammengefallen,wiki,0,0,0,7,7,1
Instagram: Diese Posts sind am erfolgreichsten,bravo,0,1,0,6,6,0
"24 Horrorfilme für alle, die keine Horrorfilme mögen",buzzfeed,0,1,0,6,7,0
Gewaltverbrechen: 42-Jähriger zu Tode getreten,wiki,0,0,0,7,4,1
Strafantrag gegen Otto Schily geplant,wiki,0,0,0,6,5,1
Die 5 größten Hollywood Fremdgeh-Skandale,promi,0,0,1,8,4,0
Promipool Beautytipp: Anti-Aging-Wunder? Das hilft wirklich gegen Falten,promi,1,0,0,7,8,0
Japan: Nachbeben in Japan schafft Probleme in weiteren Kernkraftwerken,wiki,0,0,0,6,9,1
Traktorfahrer versucht der Polizei zu entkommen,wiki,0,0,0,7,6,1
Masken sei Dank: Heidi Klum zeigt alle ihre Kinder so offen wie selten ,webde,0,1,0,4,13,0
Nach Rüge der Schiedskommission: Wolfgang Clement aus SPD ausgetreten,wiki,0,0,0,6,9,1
Neues Formel-1-Team ab 2006,wiki,0,0,1,3,2,1
Disney Plus: Die besten Serien bei Disney+ | Programm ,movie,0,1,0,5,8,0
Roseanne: So reagiert sie auf die Absetzung ihrer Serie,promi,0,1,0,5,9,0
BTN: David und Alessia haben Sex! Kommen sie zusammen? ,movie,1,0,0,4,9,0
Diese 4 großartigen Gerichte kannst du dir auf nur einem Ofenblech zubereiten,tasty,0,1,1,5,11,0
Erste Version des Mobiltelefons „Neo 1973“ auf dem Markt,wiki,0,0,0,4,9,1
"So spät wusste „Bachelor""-Andrej erst, dass Jenny die Richtige ist",promi,0,1,0,5,10,0
Unglaubliche Fakten über „Wer wird Millionär?“,promi,1,0,0,6,6,0
„Drei Engel für Charlie“: So geht es Tanya Roberts heute,promi,0,1,0,4,10,0
Heidi Klum: So feiert das Model die Bescherung mit der Familie ,webde,0,1,0,4,11,0
Heidi Klum hat eine neue Haarfarbe,promi,0,1,0,4,6,0
Prinz Harry: So romantisch ist sein Liebesurlaub mit Meghan Markle,promi,0,1,0,5,10,0
DSDS 2018: So waren die Quoten der ersten Folge ,promi,0,1,0,4,8,0
Harald Glööckler und Dieter Schroth: Müssen sie ihren Opernball-Besuch absagen? ,webde,1,0,0,6,10,0
Erneut US-Drohnen-Angriff auf Ziele in Süd-Waziristan (Pakistan): mindestens 25 Tote,wiki,0,0,0,7,9,1
Europäische Union und Afrikanische Union im Dialog,wiki,0,0,0,6,7,1
Schlager Liebespaare Quiz,promi,0,1,0,7,3,0
Das verbotene Referendum zur Unabhängigkeit Kataloniens,wiki,0,0,0,8,6,1
Über 80 Menschen starben durch einen Brand in Bangladesch,wiki,0,0,0,5,8,1
Unihockey: Deutsche Damen belegen zweiten Platz bei der B-WM 2007,wiki,0,0,0,5,9,1
Umfrage: Sarkozy holt Hollande fast ein – Le Pen verliert drastisch,wiki,0,0,0,5,11,1
Januar 2007 auch weltweit wärmster Monat,wiki,0,0,0,6,5,1
Beantworte diese fünf Fragen und ich deute deine Zukunft!,quiz,0,1,0,5,9,0
Tropensturm Alpha tötet mindestens zwölf Menschen,wiki,0,0,0,7,6,1
Mehrere Dutzend Tote bei Erdbeben in Neuseeland,wiki,0,0,0,5,7,1
Berlusconi und Karsai erleichtert über die Freilassung Cantonis,wiki,0,0,0,7,8,1
Im Ernst? SIE soll zur Hochzeit von Harry und Meghan eingeladen sein ,promi,1,0,0,4,12,0
Linux-Verband erreicht einstweilige Verfügung gegen den NDR,wiki,0,0,0,7,7,1
"""Star Wars Jedi: Fallen Order"": So groß und einzigartig wird das
",movie,0,1,0,4,11,0
"Heidi Klum, Du Perfekte: Wie machst Du das nur? ",webde,1,0,0,4,9,0
Deutsche Bahn will Tochterunternehmen Regionalverkehr Kurhessen auflösen,wiki,0,0,0,9,7,1
Holt „American Horror Story“ noch einen Fan-Liebling zurück? ,movie,1,0,0,6,8,0
Fernando Alonso (Ferrari) gewinnt den Großen Preis von Korea 2010,wiki,0,0,0,5,9,1
"Diese knusprigen Zimt-Cheesecake-Happen sind genau das, was du jetzt willst!",tasty,0,1,0,6,10,0
So geht es Wencke Myhre heute ,promi,0,1,0,4,6,0
„ZDF Fernsehgarten“ 2020: Dann beginnt die neue Saison mit Andrea Kiewel ,promi,0,1,0,5,10,0
Disney Plus: Alle Neuheiten im Juli ,movie,0,1,0,4,6,0
BASF plant Übernahme des US-Konzerns Engelhard,wiki,0,0,0,6,6,1
Shanghai: Obama-Rede zensiert,wiki,0,0,0,8,3,1
„Hawaii Five-0“: Alle Infos zum Ausstieg von Daniel Dae Kim und Grace Park,promi,0,1,0,4,13,0
Verwirrung um angeblich verhinderten Amoklauf an Kölner Schule,wiki,0,0,0,6,8,1
Al-Qaida entführt ägyptischen Botschafter,wiki,0,0,0,9,4,1
Carlo Azeglio Ciampi zu Besuch in Berlin,wiki,0,0,0,4,7,1
„Die 100.000 Mark Show“: Was wurde aus Moderatorin Ulla Kock am Brink?,promi,1,0,0,4,11,0
Nachgewiesen: Pflanzliche Kommunikation im Maisfeld,wiki,0,0,0,9,5,1
"7 Schlagzeilen, mit denen wir 2019 nicht gerechnet haben",promi,0,0,1,6,7,0
Neunziger Serien Quiz,promi,0,1,0,6,3,0
Darum weint die Queen auf diesen Bildern,promi,0,1,0,4,7,0
Chaotische Planungen bei Stuttgart 21?,wiki,1,0,0,7,4,1
"So antwortet Pietro Lombardi auf die Frage, ob er Laura Maria vermisst",promi,0,1,0,4,12,0
Bundesliga-Neustart am 15. Mai wegen Skandalvideo bedroht? ,movie,1,0,0,7,6,0
Mindestens 18 Tote bei Bombenanschlag im Libanon,wiki,0,0,0,6,6,1
„ZDF-Fernsehgarten“: So waren die Quoten der ersten Sendung,promi,0,1,0,6,8,0
Halloween: 10 Fakten über das Gruselfest,bravo,0,0,1,6,5,0
Verkehrsunfall in Krombach,wiki,0,0,0,8,3,1
Kricket als Auslöser von Disharmonien zwischen Pakistan und Großbritannien,wiki,0,0,0,7,9,1
Papst teilt sein Bedauern mit,wiki,0,0,0,5,5,1
Auswärtiges Amt rät von Reisen nach ganz Ägypten ab,wiki,0,0,0,4,9,1
Kofferfund in Bonn,wiki,0,0,0,5,3,1
"""2 Broke Girls"": So sexy ist ""Oleg"" privat! ",movie,0,1,1,4,7,0
Emma Schweiger - SO sieht sie nicht mehr aus,promi,0,1,0,4,8,0
Karl Lagerfeld verkauft seine Villa - für 10 Millionen Euro ,webde,0,0,1,5,8,0
Lilly Becker: So geht es ihr nach der Trennung von Boris wirklich,promi,0,1,0,4,12,0
"5 Dinge, die Männer an Frauen unattraktiv finden!",bravo,0,1,1,5,7,0
Ehra-Lessien: Freispruch nach Wildschweinjagd im Maisfeld,wiki,0,0,0,8,6,1
Prinzessin Madeleine kehrt wohl nicht mehr nach Schweden zurück,promi,0,1,0,6,9,0
Stanislaw Tillich ist neuer Ministerpräsident von Sachsen,wiki,0,0,0,7,7,1
Englischer Computerpionier gestorben,wiki,0,0,0,11,3,1
USA müssen sich wegen Folter-Vorwürfen vor UN-Ausschuss verantworten,wiki,0,0,0,7,8,1
Libanon: Kofi Annan auf schwieriger Nahost-Reise,wiki,0,0,0,6,6,1
Softwarepatente in Brüssel verabschiedet,wiki,0,0,0,9,4,1
Krailling: Der Rechtsanwalt des mutmaßlichen Mörders bestreitet die Tat,wiki,0,0,0,6,9,1
Darum waren Leonore und Nicolas nicht bei der Taufe von Gabriel ,promi,0,1,0,4,11,0
Charlène von Monaco: So stylish sind Prinz Jacques und Prinzessin Gabriella schon,promi,0,1,0,5,12,0
Daniela Katzenberger und Lucas Cordalis: So steht es um ihr Liebesleben ,webde,0,1,0,5,11,0
„NCIS: L.A.“: Ersetzt SIE bald „Eric“ und „Nell“?,promi,1,0,0,4,8,0
In Bremen wird eine ganze Straße zwangsversteigert,wiki,0,0,0,6,7,1
Alle Facts zur Beziehung von Ariana Grande und Dalton Gomez!,bravo,0,1,0,5,10,0
Dank BTS: Das neue Album von TXT ist da,bravo,0,1,0,3,9,0
Interview mit Jochen Hummel (SDL) über Sprachstandards und Internationalisierung,wiki,0,0,0,7,9,1
Henning Baum glücklich verheiratet: So hübsch ist seine Corinna,promi,0,1,0,6,9,0
Vatikan will Community starten,wiki,0,0,0,6,4,1
Von Maisie Williams bis Robert Downey Jr.: Diese Stars ziert ein Rollen-Tattoo ,webde,0,1,0,5,12,0
Arbeitslosigkeit in Spanien erreicht Rekordhoch,wiki,0,0,0,8,5,1
Diskussion um Kirchenglocken mit Nazi-Symbolen,wiki,0,0,0,8,5,1
GNTM 2019: Holt Heidi Klum Lena Gercke zurück?,promi,1,0,0,4,7,0
Erneut Demonstrationen und Unruhen in Ägypten,wiki,0,0,0,6,6,1
Neue Besatzung auf der Internationalen Raumstation,wiki,0,1,0,7,6,1
Bundestagswahl 2013: Ablösung von Schwarz-Gelb?,wiki,1,0,0,9,4,1
Europawahl: Rechtspopulistische „Partij voor de Vrijheid“ wird zweitstärkste Partei in den Niederlanden,wiki,0,0,0,7,12,1
Intimrasur bei Mädchen: 7 Haartrends für die Bikini-Zone,bravo,0,0,1,6,7,0
Erfolgreiches Ende der Welthandelsrunde ist laut Horst Seehofer noch möglich,wiki,0,0,0,6,10,1
So könnte ein Crossover von „Riverdale“ und „Katy Keene“ aussehen ,bravo,0,1,0,5,10,0
Amber Rose will Sperma von Ex-Mann Wiz Khalifa für 2. Baby ,webde,0,0,1,4,10,0
„Global Gladiators“: Diese Stars sind raus,promi,0,1,0,6,6,0
Hunderte flüchten in Australien vor Überschwemmungen,wiki,0,0,0,7,6,1
Werder Bremen zieht in die Champions League ein,wiki,0,0,0,5,8,1
So sah Kiss-Star Gene Simmons früher ohne Schminke aus,promi,0,1,0,5,9,0
"10 Facts über ""After""-Star Josephine Langford",bravo,0,0,1,7,5,0
Rockenhausen: Heißluftballon abgestürzt,wiki,0,0,0,12,3,1
Spanische Presse: Drei Rennen Pause für Montoya,wiki,0,0,0,5,7,1
Dschungelcamp: Darum fing Marco im Camp das Heulen an - so reagiert Christina,promi,0,1,0,5,12,0
Kaum erkannt! So sieht Daniel Craig mit längeren Haaren aus ,promi,0,1,0,4,10,0
Kuala Lumpur: Veranstaltung der Opposition gewaltsam aufgelöst,wiki,0,0,0,7,7,1
Militär entmachtet ägyptischen Präsidenten Mursi,wiki,0,0,0,8,5,1
Valeria Eisenbart: So sieht „Svenja“ heute aus,promi,0,1,0,5,7,0
So gehen die Geissens mit Negativ-Kommentaren um ,webde,0,1,0,5,7,0
„Promi Big Brother“: Die ersten 3 Bewohner sind offiziell bestätigt,promi,0,0,1,6,9,0
Kabul: Schießerei im afghanischen Innenministerium – zwei Tote,wiki,0,0,0,6,8,1
150 Stadtwerke fordern Atomausstieg,wiki,0,0,0,9,3,1
Diese Katzen sind die besten Komiker ihrer Menschen,heftig,0,1,0,5,8,0
Erster Film des Miyazaki-Sohns im deutschen Kino,wiki,0,0,0,5,7,1
Sophia Vegas: Diese Mädchennamen sind ihre Favoriten,promi,0,1,0,6,7,0
Coachella 2020: Alle Infos zum Star-Festival,bravo,0,1,0,6,5,0
Hochwasser in West- und Zentralafrika fordert viele Opfer,wiki,0,0,0,6,8,1
"""Sherlock Holmes 3"": Dann kommt der dritte Teil in die Kinos! ",movie,0,0,1,4,10,0
Hayden Panettiere: Nach postnatalen Depressionen - so glücklich ist sie nun mit ihrer Tochter Kaya!,promi,0,1,0,5,14,0
Wow! So sexy haben wir Jenny Frankhauser noch nie gesehen,promi,0,1,0,4,10,0
Kriselt es bei den Beckhams? So steht es um die Ehe des Star-Pärchens ,webde,1,1,0,4,13,0
Endlich Klarheit: So geht es beim „ZDF Fernsehgarten“ weiter,promi,0,1,0,5,9,0
Gabriele Pauli bittet erfolglos um Wiederaufnahme in die CSU,wiki,0,0,0,5,9,1
Amerikanische Soldaten folterten Minderjährige in Guantánamo,wiki,0,0,0,9,6,1
Consumer Electronics Show 2006: Filmstudios kündigen Blu-ray Disc und HD-DVD Spielfilmtitel an,wiki,0,0,0,6,11,1
Vertrauensfrage - heftige Diskussion über mögliche Enthaltung in der SPD-Fraktion,wiki,0,0,0,7,9,1
EU-Kommissar Oettinger nutzte Privatflugzeug eines Kreml-Lobbyisten,wiki,0,0,0,10,6,1
Saudi-Arabien: Ein Wolkenkratzer soll die 1000 Metermarke knacken,wiki,0,0,0,7,7,1
Édouard Michelin tödlich verunglückt,wiki,0,0,0,8,4,1
BTS: Diese Bücher inspirieren die K-Pop-Stars,bravo,0,1,0,6,6,0
66. Jahrestag der Befreiung des Konzentrationslagers Auschwitz-Birkenau,wiki,0,0,0,10,6,1
Japanisches Importverbot für indische Mangos aufgehoben,wiki,0,0,0,8,6,1
Bosnien und Herzegowina: Gedenktag an das Massaker von Srebrenica,wiki,0,0,0,6,9,1
Microsoft geht Partnerschaft mit Novell ein,wiki,0,0,0,6,6,1
Arlbergbahn wiedereröffnet,wiki,0,0,0,12,2,1
"Katie Holmes trägt kurze Haare – neue Frisur, neue Freiheit? ",webde,1,1,0,4,10,0
BTN-Theo verändert: So wird sein Comeback ,movie,0,1,0,5,6,0
Baden-Württemberg: Grüne und SPD beschließen den Koalitionsvertrag einstimmig,wiki,0,0,0,8,8,1
Daniela Katzenberger: Trennung von Lucas Cordalis im TV? ,movie,1,0,0,5,8,0
Rebecca Mir: Schon schwanger von Massimo Sinato? ,movie,1,0,0,5,7,0
Serben im Nordkosovo setzen ihr Referendum fort,wiki,0,0,0,5,7,1
Gewusst? So heißt Til Schweiger richtig,promi,1,1,0,5,6,0
Rekordhitze im Juni – über 45 °C in Frankreich,wiki,0,0,0,4,8,1
Nach Den Haager Haftbefehl gegen den sudanesischen Präsidenten: Hilfsorganisationen des Landes verwiesen,wiki,0,0,0,7,12,1
Kein EU-Referendum in Großbritannien,wiki,0,0,0,8,4,1
Wettskandal: Gerüchte um Schweinsteiger wurden dementiert,wiki,0,0,0,8,6,1
Prinzessin Leonore: Niedliche Bilder zum 4. Geburtstag,promi,0,0,1,7,6,0
Afrikanische Union zieht eine Friedensmission für Somalia in Erwägung,wiki,0,0,0,6,9,1
Wer trollt denn hier? ,webde,1,0,0,4,4,0
Abwassergesellschaft Lüneburg setzt Kleintransporter mit Elektroantrieb ein,wiki,0,0,0,9,7,1
Cleveland Browns wählen als erstes im NFL Draft,wiki,0,0,0,5,8,1
US-Wahlen: Spitzenduo der Demokraten für die US-Präsidentschaftswahl steht fest,wiki,0,0,0,7,9,1
Erkannt? Das ist tatsächlich „Big Bang Theory“-„Raj“,promi,1,0,0,6,7,0
So sahen die britischen Royals als Kinder aus,promi,0,1,0,4,8,0
Landgericht Oldenburg: Drei Mitglieder des Rockerklubs „Gremium MC“ wegen versuchten Totschlags angeklagt,wiki,0,0,0,7,12,1
Merkel: Keine Chance für Gottesbezug in EU-Verfassung,wiki,0,0,0,6,7,1
Vor ihren Operationen: So sah Sophia Vegas als Teenager aus ,webde,0,1,0,4,10,0
Staatsverschuldung der Vereinigten Staaten übersteigt die 10-Billionen-US-Dollar-Marke,wiki,0,0,1,8,6,1
„Harry Potters” Liebe „Cho Chang”: So sieht Katie Leung heute aus,promi,0,1,0,4,11,0
Emilia Clarke Quiz,promi,0,1,0,5,3,0
Historisches Haus in Bremen steht zum Verkauf,wiki,0,0,0,5,7,1
Die bekanntesten Supermodels der Neunziger damals und heute -Teil 2  ,promi,0,0,1,6,9,0
Vin Diesel: So anders sieht er mit Haaren aus,promi,0,1,0,4,9,0
Hillary Clinton und Mitt Romney entscheiden Vorwahl in Nevada für sich,wiki,0,0,0,5,11,1
Neues Terminal entsteht im Blexer Bogen,wiki,0,0,0,5,6,1
Südafrika: Fremdenfeindliche Banden machen Jagd auf Immigranten,wiki,0,0,0,8,7,1
Thailand: Abhisit hält seine Antrittsrede im Außenministerium,wiki,0,0,0,7,7,1
Süßes Familienbild: So groß sind die Kinder von Carl Philip und Sofia schon ,promi,0,1,0,4,13,0
Volksrepublik China: Hochgeschwindigkeitsbahnstrecke Peking–Guangzhou eröffnet,wiki,0,0,0,14,5,1
Neue nikotinfreie Pille soll Rauchern das Aufhören erleichtern,wiki,0,1,0,6,8,1
Grünen-Politiker wird neuer UN-Sondergesandter für Afghanistan,wiki,0,0,0,9,6,1
Studien: Schlafmangel fördert das Rauchen und macht dick,wiki,0,0,0,6,8,1
Aufregung über Hamburger Urteil zu einer Vergewaltigung,wiki,0,0,0,7,7,1
„Hawaii Five-0“: So privat zeigt sich Michelle Borth auf Instagram ,promi,0,1,0,5,10,0
Kanada profitiert von steigenden Uranpreisen,wiki,0,0,0,8,5,1
Saudi-Arabien führt Mehrwertsteuer ein,wiki,0,0,0,8,4,1
"10 Tipps, damit ihr euch an Weihnachten nicht streitet",frau,0,0,1,5,8,0
Kunstprofessor seinen Verletzungen erlegen,wiki,0,0,0,9,4,1
„Wicked Game“: So sieht Sänger Chris Isaak heute aus,promi,0,1,0,4,9,0
Terroranschläge in Norwegen: Polizei korrigiert Opferzahl auf 76,wiki,0,0,0,7,7,1
Bürgerbefragung in Hongkong ein umstrittener Erfolg,wiki,0,0,0,7,6,1
Internationaler Uranaktionstag: Solidarität mit indischen Atomkraftgegnern,wiki,0,0,0,11,6,1
Psychotest: Wie sieht dein Leben in zehn Jahren aus?,bravo,1,0,0,4,9,0
FDP: Parteitag verweigert Rösler und Lindner Gefolgschaft in der Bildungspolitik,wiki,0,0,0,7,10,1
„Bauer sucht Frau“: So endete die Hofwoche ,promi,0,1,0,5,7,0
Ginnifer Goodwin und Josh Dallas - Baby Nummer 2 ist da! ,webde,0,0,1,4,9,0
Das denkt Jessica Paszkas Ex David Friedrich über neue Beziehung,promi,0,1,0,5,10,0
GLOW - The Beauty Convention: Triff die GLOWreichen 7 in Düsseldorf! ,bravo,0,0,1,6,9,0
Rebecca Mir: Sexy Urlaubsgrüße - so zeigt sie sich nur selten,promi,0,1,0,4,10,0
EU-Justizminister beschließen Speicherung von Telekommunikationsdaten,wiki,0,0,0,12,5,1
„GNTM 2020“: Umstyling-Spoiler! So viele Mädchen rasten aus,bravo,0,1,0,5,8,0
MG stellt PKW-Produktion in Großbritannien ein,wiki,0,0,0,6,6,1
Mordversuch in München: Eine Beziehung war 20-jähriger Schülerin nicht genug,wiki,0,0,0,6,9,1
